#     run      RA         Dec        MJDstart       MJDend         node  inclination     mu0       nu0
    4632  142.019860  23.854428   53139.137524   53139.225013  95.000000  32.500000 146.419525  -1.055720
    4633  228.184293  23.554243   53139.234222   53139.293515  95.000000  32.500000 223.864604  -1.266332
    4646  193.428546  28.671162   53147.272626   53147.429773  95.000000  30.000000 192.390189  -1.057303
    4649  182.376605  28.706699   53148.236568   53148.424400  95.000000  30.000000 182.698670  -1.266961
    4670  204.038248  25.132076   53168.153891   53168.285332  95.000000  27.500000 202.179644  -1.057178
    4671  230.435097  22.942432   53168.300280   53168.358329  95.000000  32.500000 226.011484  -1.057091
    4674  203.617446  24.978496   53169.209217   53169.334438  95.000000  27.500000 201.825516  -1.265861
    4678  206.261159  22.417981   53170.164018   53170.287165  95.000000  25.000000 204.589091  -1.057669
    4679  229.207743  61.682442   53170.296469   53170.423348  95.000000  70.000000 204.317825  -1.056029
    4682  227.704581  65.118210   53171.277327   53171.392597  95.000000  72.500000 201.584454  -1.265581
    4822  306.105641 -23.315719   53260.188731   53260.419685 325.100000  50.810000 295.382783  -1.056665
    4797  307.437840  -1.057160   53243.248111   53243.322745  95.000000   0.000000 307.437840  -1.057160
    4800   18.686450  13.347824   53243.377422   53243.462423 196.095416 276.287176  29.647559  -1.056525
    4828  253.290392  27.850470   53263.099371   53263.331568 136.813297  31.702297 250.033459  -1.056707
    4829   18.557879  10.467009   53263.342383   53263.475898 196.095416 276.287176  26.771054  -1.266388
    4832  251.481026  28.007339   53264.101653   53264.338825 136.813297  31.702297 248.440614  -1.266618
    4836  305.288630  11.874717   53265.096126   53265.290178  95.000000 -25.000000 307.304153  -1.266089
    4844   21.817542  22.989762   53269.375019   53269.440532  95.000000 -25.000000  20.449590  -1.056520
    4843   10.921329  23.615205   53269.228141   53269.366216  95.000000 -25.000000  10.425230  -1.266387
    4851  356.642253  23.708019   53271.305111   53271.350307  95.000000 -25.000000 357.350704  -1.056474
    4858  309.580213  -1.057030   53272.182842   53272.486357  95.000000   0.000000 309.580213  -1.057030
    4880  328.883208  19.549109   53291.159328   53291.203694  95.000000 -25.000000 331.251402  -1.057425
    4879  303.865380  11.548880   53291.072398   53291.151179  95.000000 -25.000000 305.888047  -1.056795
    4868  330.436240  -1.058278   53286.209326   53286.461840  95.000000   0.000000 330.436240  -1.058278
    4874  298.568789  -1.057036   53288.079545   53288.490035  95.000000   0.000000 298.568789  -1.057036
    4900   74.308192  58.000983   53296.425139   53296.487750 205.976381 293.890382  95.345316  -1.058579
    4887   56.755647  47.070552   53293.372540   53293.489053 205.976381 293.890382  80.151842  -1.269072
    4895  356.173914  -1.058446   53294.286779   53294.488708  95.000000   0.000000 356.173914  -1.058446
    4905    1.349722  -1.056610   53298.297890   53298.489038  95.000000   0.000000   1.349722  -1.056610
    4917  295.374964  -1.052664   53302.066370   53302.388128  95.000000   0.000000 295.374964  -1.052664
    4930  302.961889  -1.267863   53313.052461   53313.212096  95.000000   0.000000 302.961889  -1.267863
    4933  307.266511  -1.059078   53314.056036   53314.373233  95.000000   0.000000 307.266511  -1.059078
    4948   18.357125  -1.056273   53319.240737   53319.358908  95.000000   0.000000  18.357125  -1.056273
    5112  114.951466   8.901338   53387.341395   53387.526739  95.000000  27.500000 116.748610  -1.054982
    5138  142.380060  17.837149   53405.306153   53405.340568  95.000000  25.000000 144.857377  -1.055799
    5115  173.325044  25.950328   53388.349549   53388.428330  95.000000  27.500000 174.514475  -1.057386
    5140  152.527233  20.389101   53405.358783   53405.428442  95.000000  25.000000 154.778334  -1.057205
    5182  116.962636   7.673360   53439.134503   53439.216186  95.000000  22.500000 118.178922  -1.058961
    5183  132.447936  13.026400   53439.224427   53439.505136  95.000000  22.500000 134.321016  -1.057546
    5037  116.139117  11.472487   53350.380872   53350.438507  95.000000  32.500000 118.893964  -1.269123
    5038  128.231369  17.827230   53350.448772   53350.522992  95.000000  32.500000 132.203266  -1.266959
    5042   19.389077  -1.268838   53351.116325   53351.228693  95.000000   0.000000  19.389077  -1.268838
    5044   54.036261  44.938874   53351.284582   53351.342216 205.976381 293.890382  77.311671  -1.053203
    5045  114.553133  10.807783   53351.350889   53351.435891  95.000000  32.500000 117.214574  -1.059220
    5052  345.310659  -1.266393   53352.070698   53352.179333  95.000000   0.000000 345.310659  -1.266393
    5060   71.322762  56.712017   53352.248403   53352.328013 205.976381 293.890382  93.282587  -1.056749
    5061  116.959114  10.754046   53352.336136   53352.521063  95.000000  30.000000 119.302573  -1.265998
    5064  339.462994 -19.461814   53353.054123   53353.135392  95.000000  20.000000 341.010936  -1.266964
    5065   20.484809   5.963194   53353.144437   53353.246021  95.000000  -7.500000  20.402792  -1.266730
    5066   47.069190  -0.731958   53353.254546   53353.293523 225.998477 316.856358  46.279153  -1.266238
    5069   21.773197 -20.485672   53354.155348   53354.263982  95.000000  20.000000  20.688064  -1.266776
    5070   46.879488 -16.462574   53354.272770   53354.286039  95.000000  20.000000  44.818327  -1.265575
    5071  117.167839  11.094345   53354.294606   53354.499021  95.000000  30.000000 119.641966  -1.059443
    5072  199.699582  28.112967   53354.511413   53354.523853  95.000000  30.000000 197.935364  -1.059720
    5080  116.377173   9.342812   53359.409906   53359.523932  95.000000  27.500000 118.209141  -1.265136
    5087  151.527503  22.160953   53360.386778   53360.522364  95.000000  27.500000 154.274968  -1.267808
    5079  151.318625  26.602875   53359.377544   53359.402007  95.000000  32.500000 155.265389  -1.266180
    5125  131.098263  14.238751   53389.403980   53389.527540  95.000000  25.000000 133.434609  -1.055866
    5116  173.319389  23.482015   53388.444881   53388.532784  95.000000  25.000000 174.296815  -1.057951
    5137  116.509873   8.325959   53405.157294   53405.294953  95.000000  25.000000 117.960596  -1.265606
    5194  116.084127   7.117912   53441.125753   53441.497267  95.000000  22.500000 117.166837  -1.267799
    5224  159.461722  21.531025   53462.113889   53462.277256  95.000000  25.000000 161.351262  -1.266253
    5225  166.438663  17.972467   53462.290781   53462.373293  95.000000  20.000000 167.371810  -1.057575
    5237  213.685540  20.954136   53469.321698   53469.393845  95.000000  25.000000 211.639011  -1.267266
    5308  192.708506  18.775585   53499.287843   53499.443748  95.000000  20.000000 192.297262  -1.056719
    5314  177.858399  18.588743   53500.289656   53500.438512  95.000000  20.000000 178.231096  -1.267120
    5312  138.394317  12.948230   53500.140253   53500.218205  95.000000  20.000000 139.904301  -1.056650
    5317  224.805279  14.324635   53501.197420   53501.267079  95.000000  20.000000 223.347414  -1.265460
    5327  256.501760  42.701013   53503.406069   53503.442144  95.000000  72.500000 229.190903  -1.056852
    5326  201.125703  15.580308   53503.268682   53503.397219  95.000000  17.500000 200.521813  -1.266457
    5323  229.578939  17.046480   53502.383545   53502.445325  95.000000  25.000000 227.161253  -1.267353
    5322  210.816543  14.778806   53502.270088   53502.374162  95.000000  17.500000 209.907577  -1.057528
    5318  203.064020  15.627180   53501.276210   53501.348356  95.000000  17.500000 202.377615  -1.054723
    5330  232.241206  14.603912   53504.301870   53504.350797  95.000000  22.500000 230.285254  -1.058442
    5360  153.983386  13.839135   53522.151341   53522.288172  95.000000  17.500000 154.970179  -1.266526
    5362  224.389266  66.479522   53522.299082   53522.374962  95.000000  72.500000 199.672371  -1.056028
    5381  160.556109  14.950216   53526.155703   53526.224119  95.000000  17.500000 161.430391  -1.056973
    5382  182.589467  16.218331   53526.230705   53526.284607  95.000000  17.500000 182.684883  -1.267027
    5924  299.853444  -1.267363   53705.044096   53705.379537  95.000000   0.000000 299.853444  -1.267363
    5384  246.723428  -6.215638   53526.312237   53526.392262  60.003551  34.950130 249.060182  -1.266597
    5385  227.123692  56.247049   53526.400943   53526.412139  95.000000  65.000000 206.885892  -1.266623
    5387  241.830084  51.204226   53526.421728   53526.431264  95.000000  67.500000 216.637344  -1.056996
    5396  238.867126  -0.494939   53528.195657   53528.303878  60.003551  34.950130 239.355580  -1.056681
    5375  247.878353  53.334049   53525.182496   53525.221057  95.000000  72.500000 217.112049  -1.055671
    5377  239.439021  -1.151380   53525.294967   53525.339748  60.003551  34.950130 240.200522  -1.267098
    5402  183.201513   3.941022   53529.186530   53529.201458  95.000000   5.000000 183.205462  -1.056523
    5409  247.803419  13.600087   53530.196989   53530.244674  98.628767  27.191748 245.223463  -1.056593
    5416  255.117445  43.646946   53532.347396   53532.427421 161.743574  44.753763 254.184671  -1.056215
    5590  300.263177  -1.057192   53623.131219   53623.326099  95.000000   0.000000 300.263177  -1.057192
    5610  294.226427  -1.058231   53628.085576   53628.445066  95.000000   0.000000 294.226427  -1.058231
    5619  309.238559  -1.265894   53634.128563   53634.437468  95.000000   0.000000 309.238559  -1.265894
    5628  296.343039  -1.267377   53636.098377   53636.280403  95.000000   0.000000 296.343039  -1.267377
    5633  299.362355  -1.057646   53637.101414   53637.370513  95.000000   0.000000 299.362355  -1.057646
    5641    2.119230   6.433352   53639.214808   53639.277003  95.000000  -7.500000   2.136898  -1.057255
    5666   41.314098  -1.265834   53643.431424   53643.488644  95.000000   0.000000  41.314098  -1.265834
    5654  289.962350  -1.083064   53641.072480   53641.119749  95.000000   0.000000 289.962350  -1.083064
    5656  359.259641   6.194805   53641.248100   53641.313198  95.000000  -7.500000 359.291870  -1.267902
    5658   16.149291  -1.058204   53641.358636   53641.465199  95.000000   0.000000  16.149291  -1.058204
    5702  304.216861  -1.057812   53649.101927   53649.128049  95.000000   0.000000 304.216861  -1.057812
    5709  308.313389  -1.056478   53654.153278   53654.361426  95.000000   0.000000 308.313389  -1.056478
    5675  300.353750  -1.267454   53645.169155   53645.218912  95.000000   0.000000 300.353750  -1.267454
    5719  297.284734  -1.057820   53656.070320   53656.250687  95.000000   0.000000 297.284734  -1.057820
    5730   37.266766  -1.265658   53657.257892   53657.323819  95.000000   0.000000  37.266766  -1.265658
    5732   47.176320  -1.267546   53657.449626   53657.488188  95.000000   0.000000  47.176320  -1.267546
    5744  330.322698  -1.056987   53663.175140   53663.417703  95.000000   0.000000 330.322698  -1.056987
    5759  301.405398  -1.058690   53665.073011   53665.396014  95.000000   0.000000 301.405398  -1.058690
    5765    2.367542  -1.058825   53666.334000   53666.479538  95.000000   0.000000   2.367542  -1.058825
    5770  304.382163  -1.057768   53668.092890   53668.407600  95.000000   0.000000 304.382163  -1.057768
    5776  300.972375  -1.267540   53669.067402   53669.391649  95.000000   0.000000 300.972375  -1.267540
    5782   32.721154  -1.268003   53670.421507   53670.499874  95.000000   0.000000  32.721154  -1.268003
    5792  298.513496  -1.056740   53673.049470   53673.380350  95.000000   0.000000 298.513496  -1.056740
    5797  301.950877  -1.267695   53674.054347   53674.376106  95.000000   0.000000 301.950877  -1.267695
    5807  312.400684  -1.268191   53676.172800   53676.465118  95.000000   0.000000 312.400684  -1.268191
    5823  300.860359  -1.058091   53680.060558   53680.393512  95.000000   0.000000 300.860359  -1.058091
    5836  300.391761  -1.267309   53681.102929   53681.437127  95.000000   0.000000 300.391761  -1.267309
    5849  118.658598   7.196561   53684.426989   53684.502453  95.000000  20.000000 119.647347  -1.057049
    5853  300.971277  -1.267795   53685.063575   53685.304479  95.000000   0.000000 300.971277  -1.267795
    5866   18.276120  -1.057081   53686.274415   53686.392586  95.000000   0.000000  18.276120  -1.057081
    5871   31.460708  -1.266997   53687.257952   53687.340879  95.000000   0.000000  31.460708  -1.266997
    5902  298.143447  -1.057819   53699.075821   53699.299311  95.000000   0.000000 298.143447  -1.057819
    5895  299.803481  -1.266632   53697.058323   53697.393350  95.000000   0.000000 299.803481  -1.266632
    5374  153.858632  14.032058   53525.145416   53525.171953  95.000000  17.500000 154.880500  -1.057143
    5395  169.691570  18.072815   53528.151523   53528.179303  95.000000  20.000000 170.460314  -1.265924
    5376  183.532418  16.437261   53525.229507   53525.286313  95.000000  17.500000 183.592171  -1.057317
    5378  248.351297  13.143007   53525.348804   53525.430073  98.628767  27.191748 245.893509  -1.266973
    5390  179.151832  16.357295   53527.153123   53527.221538  95.000000  17.500000 179.388360  -1.056648
    5401  152.485604  59.610018   53529.153053   53529.176687  95.000000  65.000000 169.217631  -1.264595
    5403  255.135051  43.436910   53529.213133   53529.336280 161.743574  44.753763 254.206155  -1.265539
    5408  146.150759  52.192402   53530.133454   53530.188187  95.000000  60.000000 162.381636  -1.055162
    5415  299.370107 -11.480073   53532.305747   53532.338919  98.628767  27.191748 302.189758  -1.056195
    5421  277.794142  -0.995875   53535.310068   53535.424094  98.628767  27.191748 278.341512  -1.267199
    5313  160.472240  17.041357   53500.228784   53500.276052  95.000000  20.000000 161.608983  -1.266708
    5566  327.347237  -1.056819   53616.216026   53616.469784  95.000000   0.000000 327.347237  -1.056819
    5582  305.338949  -1.265169   53622.168294   53622.478857  95.000000   0.000000 305.338949  -1.265169
    5598  344.238622   5.749851   53625.273219   53625.353659  95.000000  -7.500000 344.342583  -1.266800
    5597  296.276928  -1.266999   53625.139156   53625.264791  95.000000   0.000000 296.276928  -1.266999
    5607  299.297865  -1.267195   53627.108657   53627.136438  95.000000   0.000000 299.297865  -1.267195
    5622  296.472357  -1.058177   53635.100177   53635.447643  95.000000   0.000000 296.472357  -1.058177
    5636  343.307696   5.914552   53638.176330   53638.238940  95.000000  -7.500000 343.425107  -1.058508
    5640  307.369404   2.967273   53639.092753   53639.206363  95.000000  -7.500000 307.475049  -1.057981
    5642  350.246074  -1.056810   53639.287728   53639.485096  95.000000   0.000000 350.246074  -1.056810
    5646  346.064385  -1.267548   53640.235930   53640.466469  95.000000   0.000000 346.064385  -1.267548
    5665  291.945461  -1.265368   53643.074134   53643.112695  95.000000   0.000000 291.945461  -1.265368
    5655  308.207444   2.848921   53641.135367   53641.240270  95.000000  -7.500000 308.294132  -1.267476
    5714   20.559421   6.169892   53655.369619   53655.479498  95.000000  -7.500000  20.469734  -1.057566
    5713  292.555780  -1.267661   53655.059893   53655.361748  95.000000   0.000000 292.555780  -1.267661
    5681   23.298387  -1.267021   53646.400465   53646.482563  95.000000   0.000000  23.298387  -1.267021
    5729  309.827549  -1.266921   53657.195152   53657.215469  95.000000   0.000000 309.827549  -1.266921
    5731   21.233280  -1.056059   53657.331600   53657.441893  95.000000   0.000000  21.233280  -1.056059
    5745   33.153081  -1.268673   53663.428178   53663.489130  95.000000   0.000000  33.153081  -1.268673
    5754  303.271246  -1.267697   53664.114532   53664.432144  95.000000   0.000000 303.271246  -1.267697
    5760   25.202000  -1.268968   53665.406095   53665.490681  95.000000   0.000000  25.202000  -1.268968
    5763  304.431528  -1.268977   53666.081344   53666.246370  95.000000   0.000000 304.431528  -1.268977
    5771   33.159373  -1.268601   53668.416756   53668.493867  95.000000   0.000000  33.159373  -1.268601
    5777   24.481037  -1.058367   53669.402371   53669.495249  95.000000   0.000000  24.481037  -1.058367
    5781  304.753589  -1.057042   53670.098773   53670.412238  95.000000   0.000000 304.753589  -1.057042
    5786  324.290417  -1.267731   53671.216785   53671.487128  95.000000   0.000000 324.290417  -1.267731
    5800  305.359095  -1.057373   53675.065320   53675.379200  95.000000   0.000000 305.359095  -1.057373
    5808   49.336756  -1.059123   53676.472960   53676.497009  95.000000   0.000000  49.336756  -1.059123
    5813  295.827236  -1.057381   53677.059953   53677.361395  95.000000   0.000000 295.827236  -1.057381
    5815  124.584437  10.437451   53677.455518   53677.506518  95.000000  22.500000 126.197716  -1.056301
    5820  317.473372  -1.267789   53679.158726   53679.442753  95.000000   0.000000 317.473372  -1.267789
    5817   31.760149   9.764551   53678.354643   53678.496034 205.976381 293.890382  37.240839  -1.267460
    5824  118.573359   5.869485   53680.401664   53680.442713  95.000000  17.500000 119.221474  -1.266279
    5847   25.629850  -1.268153   53684.300491   53684.402906  95.000000   0.000000  25.629850  -1.268153
    5865  317.102892  -1.057750   53686.172262   53686.241092  95.000000   0.000000 317.102892  -1.057750
    5870  297.759501  -1.268190   53687.093036   53687.248940  95.000000   0.000000 297.759501  -1.268190
    5872   25.210373  -1.058657   53687.351015   53687.451357  95.000000   0.000000  25.210373  -1.058657
    5878  299.933540  -1.057041   53693.059900   53693.394512  95.000000   0.000000 299.933540  -1.057041
    5905  299.930046  -1.267536   53700.057639   53700.392251  95.000000   0.000000 299.930046  -1.267536
    5898  329.428899  -1.057306   53698.138982   53698.201177  95.000000   0.000000 329.428899  -1.057306
    5889   36.289372  -1.268938   53696.334244   53696.404732  95.000000   0.000000  36.289372  -1.268938
    5918  305.455396  -1.057832   53704.058522   53704.378206  95.000000   0.000000 305.455396  -1.057832
    5934   32.791789  12.475443   53710.268608   53710.380559 205.976381 293.890382  40.127491  -1.057487
    5935  118.760756   7.010048   53710.389335   53710.510409  95.000000  20.000000 119.685209  -1.265928
    5960   31.710271  64.083838   53733.267378   53733.366062 196.095416 276.287176  81.197894  -1.056350
    5882  299.812315  -1.266526   53694.074265   53694.409290  95.000000   0.000000 299.812315  -1.266526
    5959   22.413819  38.117177   53733.165769   53733.252013 196.095416 276.287176  54.641761  -1.058044
    5972  117.730573   5.631039   53741.347071   53741.452388  95.000000  17.500000 118.349479  -1.263523
    5973  172.761408  -9.158821   53741.462147   53741.524342 356.404996 298.936172 166.634757  -1.266668
    5976  163.850176 -23.471833   53742.429572   53742.527012 356.404996 298.936172 149.974062  -1.043700
    5982  164.228246 -23.328537   53744.458810   53744.515615 356.404996 298.936172 150.276580  -1.266063
    5999  163.068169 -25.064204   53764.382681   53764.417926 356.404996 298.936172 148.243326  -1.266414
    6182  298.675863  59.744820   53885.310901   53885.432805 178.712846  64.497560 283.291314  -1.264978
    6160  158.373832   7.895775   53879.143063   53879.163795  95.000000  10.000000 158.640981  -1.058687
    6708   66.344854  -9.777149   54138.071645   54138.174889 261.852225 331.240879  63.626651  -1.266477
    6003   50.771484   2.729072   53766.166157   53766.283085 225.998477 316.856358  51.347676  -1.266065
    6004  118.068028   5.941212   53766.292747   53766.413821  95.000000  17.500000 118.758092  -1.058513
    6005  191.793081 -22.942773   53766.425938   53766.514256  11.521649 272.609135 168.610454  -1.266523
    6709  115.411672  31.478283   54138.184615   54138.216957 236.018936 323.166311 120.276325  -1.266441
    6727  110.990860  30.396328   54152.237087   54152.280624 236.018936 323.166311 116.338197  -1.057545
    6075   81.704032  81.716360   53819.194747   53819.217137 196.095416 276.287176 102.683602  -1.263817
    6728  111.346363  13.957034   54152.288393   54152.348931 261.852225 331.240879 114.196078  -1.056583
    6103  106.683686  82.446308   53846.210449   53846.277620 196.095416 276.287176 106.172765  -1.266121
    6104  238.104899  19.527181   53846.289259   53846.317040  95.000000  32.500000 233.931255  -1.266836
    6105  254.309814  10.552413   53846.325626   53846.370820  98.628767  27.191748 252.275561  -1.266884
    6121  191.573412 -22.765051   53856.235239   53856.321898  11.521649 272.609135 168.779791  -1.057005
    6122  226.174378  55.483262   53856.330922   53856.405142 178.712846  64.497560 246.181117  -1.265356
    6123  258.671451  62.870443   53856.412675   53856.448334 178.712846  64.497560 264.151404  -1.265782
    6161  248.263197  45.497272   53879.172867   53879.231746  95.000000  67.500000 223.763432  -1.054782
    6162  225.334032  55.379319   53879.240766   53879.422793 178.712846  64.497560 245.741183  -1.053971
    6166  198.712539  12.925495   53880.143990   53880.254284  25.976381  66.109618 191.233026  -1.265599
    6169  279.555471  62.811284   53880.336523   53880.394987 178.712846  64.497560 273.644859  -1.264301
    6177  283.857941  38.882938   53882.275816   53882.430891 161.743574  44.753763 276.193151  -1.055804
    6176  210.237667 -12.097385   53882.232072   53882.266073  25.976381  66.109618 218.748856  -1.056884
    6174  199.347281  12.085159   53881.149963   53881.258184  25.976381  66.109618 192.255991  -1.055512
    6581   84.419745  18.118440   54059.410984   54059.504692 236.018936 323.166311  89.274840  -1.266294
    6207  274.422912  11.837225   53903.183297   53903.236786 259.900000  43.200000 278.526099  -1.058693
    6212  277.366582  14.344786   53904.195980   53904.293420 259.900000  43.200000 282.335541  -1.057390
    6282  295.087316  22.225137   53974.222702   53974.260849 127.889900  64.229000 282.428712  -1.161716
    6366  338.267442  33.837045   53996.090110   53996.157282 178.712846  64.497560 319.835424  -1.268354
    6361  358.646878  -2.808158   53995.271128   53995.337056 178.712846  64.497560   1.219426  -1.268140
    6354  329.999492  43.473302   53994.164573   53994.294355 178.712846  64.497560 308.249203  -1.057139
    6371  349.375668  15.994675   53997.212711   53997.274492 178.712846  64.497560 340.296013  -1.268070
    6372  354.523156   6.277516   53997.284858   53997.341664 178.712846  64.497560 351.244440  -1.058136
    6413    0.990984  -7.212914   54007.199773   54007.251602 178.712846  64.497560   6.201209  -1.058018
    6585   86.097886  19.339783   54060.432056   54060.511666 236.018936 323.166311  91.268619  -1.056956
    6514   63.192806   4.028791   54039.415224   54039.497736 236.018936 323.166311  64.173744  -1.057023
    6519   64.097021   4.434168   54040.421337   54040.500118 236.018936 323.166311  65.140081  -1.266921
    6509   90.925150  32.290586   54037.408662   54037.477077 225.998477 316.856358  99.227430  -1.057342
    6574  121.287361  -9.718410   54057.386588   54057.469931 315.138899 328.783976 118.319007  -1.264638
    6749  121.122233  -9.572148   54173.169105   54173.251617 315.138899 328.783976 118.251891  -1.056332
    6751  196.736311   9.174872   54173.276144   54173.339998  32.000000  35.000000 194.277930  -1.057539
    6752  168.479433  57.852486   54173.349758   54173.365514  95.000000  60.000000 176.295776  -1.057111
    5603  296.577442  -1.058501   53626.107223   53626.449713  95.000000   0.000000 296.577442  -1.058501
    5637  339.347584  -1.267713   53638.253291   53638.482172  95.000000   0.000000 339.347584  -1.267713
    5794  117.866519   9.124538   53673.403726   53673.451824  95.000000  25.000000 119.507432  -1.055571
    5842   29.829245  -1.058871   53683.365538   53683.451783  95.000000   0.000000  29.829245  -1.058871
